0.4218943417072296	P279	f
0.36905163526535034	P279	f
0.6056240200996399	P279	f
0.9887290000915527	P31	f
0.9952850937843323	P31	f
0.5229758024215698	P279	f
0.338217169046402	P361	f
0.3669566810131073	P279	f
0.7299537062644958	P31	f
0.40824052691459656	P279	f
0.3402160108089447	P279	f
0.7891399264335632	P279	f
0.8187683820724487	P279	f
0.5079016089439392	P279	f
0.6944583058357239	P527	f
0.7072407007217407	P527	f
0.9254393577575684	P31	f
0.4962141215801239	P279	f
0.47913047671318054	P279	f
0.9157698154449463	P463	c
0.3605057895183563	P279	f
0.3117122948169708	P279	f
0.69403076171875	P527	f
0.5677425265312195	P361	f
0.559436559677124	P279	f
0.6473208069801331	P279	f
0.44666674733161926	P279	f
0.7248082756996155	P279	f
0.6352265477180481	P279	f
0.746957540512085	P279	f
0.9999991655349731	P27	c
0.3255428671836853	P527	c
0.9782319664955139	P463	c
0.6424514651298523	P279	f
0.9018917679786682	P527	f
0.4947837293148041	P279	f
0.7322574257850647	P527	c
0.904895544052124	P31	f
0.8837081789970398	P31	c
0.30626189708709717	P527	f
0.617080569267273	P527	f
0.8684583902359009	P361	c
0.38068753480911255	P527	f
0.5457937717437744	P361	f
0.9344008564949036	P361	f
0.9999043941497803	P17	f
0.9999738931655884	P17	c
0.712100625038147	P527	c
0.5307405591011047	P527	c
0.4534348249435425	P150	f
0.9109591841697693	P361	c
0.5912227630615234	P361	c
0.5548369288444519	P361	f
0.6372546553611755	P361	c
0.8216820359230042	P361	f
0.8662894368171692	P138	f
0.3724414110183716	P156	f
0.5456756949424744	P361	f
0.3842969238758087	P155	f
0.4086003005504608	P156	f
0.8002371191978455	P361	f
0.4296364188194275	P155	f
0.9994544386863708	P17	c
0.9993194341659546	P17	c
0.8580098748207092	P150	f
0.9966379404067993	P150	f
0.9810253977775574	P361	f
0.9664663672447205	P361	f
0.9401688575744629	P527	f
0.9527441263198853	P361	f
0.9879024624824524	P361	f
0.9879927635192871	P361	c
