0.9998359680175781	P131	c
0.999870777130127	P131	c
0.7261443138122559	P279	c
0.8712276816368103	P607	c
1.0	P0	c
0.9998581409454346	P131	c
0.9926676154136658	P31	c
0.9999983310699463	P0	c
1.0	P0	c
0.9960370659828186	P17	c
0.9941999912261963	P17	c
0.9999990463256836	P150	c
1.0	P131	c
0.8539536595344543	P17	c
0.9567360281944275	P17	f
0.7233462929725647	P17	c
0.9739733934402466	P131	c
0.9915518760681152	P131	c
0.7786099314689636	P50	c
0.9999949932098389	P138	c
0.8573022484779358	P0	f
0.5908353328704834	P0	f
0.999975323677063	P172	c
0.997514009475708	P0	c
0.997080385684967	P17	c
0.9953314661979675	P0	c
0.7153239846229553	P0	f
0.36629167199134827	P17	c
0.9999955892562866	P140	c
0.982284426689148	P17	c
0.7172629237174988	P17	c
0.941319465637207	P0	c
0.925645649433136	P138	c
0.8673495054244995	P17	c
0.9991355538368225	P27	c
1.0	P150	c
0.9999959468841553	P131	c
1.0	P0	c
1.0	P150	c
0.9999972581863403	P131	c
1.0	P150	c
1.0	P0	c
1.0	P131	c
0.9999933242797852	P150	c
1.0	P0	c
0.9999257326126099	P131	c
0.9953585267066956	P138	c
0.990211009979248	P138	c
0.9968722462654114	P131	c
0.9979212880134583	P131	c
0.9158101677894592	P0	c
0.9971911311149597	P138	c
0.9996151924133301	P138	c
1.0	P0	c
0.999748170375824	P17	c
0.9979423880577087	P138	c
0.9972819089889526	P138	c
0.9960693120956421	P0	c
0.9999991655349731	P3450	c
0.9999996423721313	P3450	c
0.9982293248176575	P0	c
0.9474449157714844	P17	c
0.7155965566635132	P0	f
0.919564425945282	P150	c
0.9958431124687195	P17	c
0.9999927282333374	P131	c
1.0	P150	c
0.7115259766578674	P0	f
0.9999998807907104	P131	c
1.0	P150	c
0.33376210927963257	P138	f
0.9999945163726807	P3450	c
1.0	P527	c
0.9988749623298645	P3450	c
0.6405486464500427	P0	c
0.9999798536300659	P527	c
0.9999581575393677	P3450	c
1.0	P527	c
0.998589813709259	P31	c
1.0	P0	c
1.0	P150	c
0.9999998807907104	P131	c
0.94520103931427	P131	c
0.9790605306625366	P131	c
0.7446202635765076	P131	f
0.9999984502792358	P0	c
1.0	P150	c
1.0	P131	c
0.9998795986175537	P17	c
0.9995371103286743	P31	c
0.999039351940155	P131	f
0.8824118971824646	P0	c
1.0	P150	c
0.9969249367713928	P131	c
0.9996734857559204	P131	c
0.9999834299087524	P150	c
0.9998637437820435	P150	c
0.91557377576828	P17	c
0.6363522410392761	P0	f
0.9915719032287598	P131	c
0.996709942817688	P131	c
0.9996176958084106	P131	c
1.0	P0	c
1.0	P150	c
1.0	P150	c
1.0	P0	c
0.9999973773956299	P131	c
0.9997971653938293	P17	c
0.9991981387138367	P0	c
0.9999998807907104	P27	c
0.9999946355819702	P3450	c
0.9991437196731567	P0	c
0.9999991655349731	P3450	c
0.9999845027923584	P17	c
1.0	P131	c
0.9999217987060547	P0	c
0.9976311922073364	P0	c
0.9961114525794983	P0	c
0.9999966621398926	P131	c
0.9999855756759644	P131	c
0.9999915361404419	P31	c
0.9999861717224121	P106	c
0.9963772892951965	P20	c
0.9999983310699463	P0	c
0.9542398452758789	P276	c
0.9068755507469177	P17	c
0.9976546168327332	P0	c
0.9951381087303162	P17	c
0.999982476234436	P0	c
0.8852759003639221	P279	c
1.0	P150	c
0.9999496936798096	P150	f
0.9999847412109375	P17	c
0.999853253364563	P131	c
0.9883842468261719	P31	c
0.8577114343643188	P0	c
0.9784849286079407	P17	c
0.9985198378562927	P17	c
0.99980229139328	P361	c
0.9999712705612183	P361	c
0.9999890327453613	P361	c
0.9999243021011353	P0	c
0.9999837875366211	P361	c
0.9999845027923584	P361	c
0.9999949932098389	P361	c
0.9897018671035767	P17	c
0.979784369468689	P17	c
0.960399329662323	P0	c
0.8591419458389282	P17	c
0.8726580739021301	P17	c
0.974604070186615	P131	c
0.9836301207542419	P131	c
0.9999998807907104	P3450	c
0.9999392032623291	P0	c
1.0	P527	c
0.9999992847442627	P3450	c
1.0	P527	c
0.999427080154419	P0	c
0.9994930028915405	P17	c
0.9999995231628418	P527	c
0.9997001886367798	P31	c
0.9978209733963013	P527	c
0.6183894872665405	P155	c
0.6373826265335083	P0	c
0.5985965728759766	P31	c
0.6055476665496826	P156	c
0.8523298501968384	P31	c
0.9998912811279297	P527	c
0.9200869798660278	P31	c
0.9888255000114441	P31	c
0.9997431635856628	P138	c
0.9999620914459229	P0	c
0.9999994039535522	P138	c
0.6957550048828125	P17	c
0.9869390726089478	P19	c
0.9995788931846619	P3450	c
0.997358500957489	P0	c
0.9999867677688599	P3450	c
0.9941925406455994	P17	c
0.9999958276748657	P131	c
0.9999997615814209	P0	c
0.9923295378684998	P276	c
0.9667996168136597	P17	c
0.9966024160385132	P131	c
0.9855624437332153	P0	c
0.9991199374198914	P131	c
0.526914119720459	P0	f
0.970201313495636	P0	c
0.6106805801391602	P527	c
0.5691746473312378	P279	c
0.9982452392578125	P527	c
0.999769389629364	P276	c
0.999051034450531	P155	c
0.800379753112793	P156	c
0.9996108412742615	P17	c
0.9461874961853027	P0	c
0.99980229139328	P131	c
0.8966423869132996	P17	c
0.9821619391441345	P17	c
0.9997367262840271	P17	c
0.9998615980148315	P17	c
